Name,Countries,Stage,Type,Cheque_min,Cheque_max,Industry
Ilina Rai Sia,"Canada,United States,Afghanistan,Azerbaijan,Bangladesh,Bhutan,Cambodia,China,Hong Kong,India,Indonesia,Japan,Kazakhstan,Kyrgyzstan,Laos,Malaysia,Maldives,Mongolia,Myanmar,Nepal,Pakistan,Philippines,Singapore,South Korea,Sri Lanka,Taiwan,Tajikistan,Thailand,Timor-Leste,Turkmenistan,Uzbekistan,Vietnam,Albania,Andorra,Armenia,Austria,Belarus,Belgium,Bosnia-H,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Hungary,Iceland,Ireland,Italy,Latvia,Liechtenstein,Lithuania,Luxembourg,Malta,Moldova,Monaco,Montenegro,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,San Marino,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,United Kingdom,Ukraine,Algeria,Bahrain,Lebanon,Palestine,Tunisia,Turkey,United Arab Emirates,Australia,New Zealand","pre-seed, idea, prototype/mvp, seed",Solo angel,1000,100000,Other
Illumina Ventures,"United States,United Kingdom,France,Ireland","pre-seed, idea, prototype/mvp, seed",VC,500000,10000000,Other
Iluminar Ventures,"Mexico,United States,Chile,Argentina,Peru,Colombia,Ecuador","pre-seed, idea, prototype/mvp, pre-ipo, seed, series+",VC,50000,25000000,Other
Impacta VC,"Argentina,Bolivia,Brazil,Chile,Colombia,Costa Rica,Ecuador,El Salvador,Guatemala,Mexico,Panama,Paraguay,Peru,Uruguay,Venezuela","pre-seed, idea, prototype/mvp, seed, series+",VC,100000,500000,Other
Impression Ventures,"Canada,United States","pre-seed, idea, prototype/mvp, seed",VC,1000000,3000000,Fintech
Improve Ventures,"Burundi,Cabo Verde,Cameroon,Central African Republic,DRC Congo,Côte d'Ivoire,Equatorial Guinea,Ethiopia,Gabon,Gambia,Ghana,Kenya,Madagascar,Mali,Mauritius,Mozambique,Namibia,Nigeria,Rwanda,Senegal,Seychelles,Sierra Leone,South Africa,Tanzania,Uganda,Zambia,Zimbabwe,Argentina,Brazil,Chile,Colombia,Ecuador,Mexico,Peru,Uruguay,Bangladesh,Hong Kong,Indonesia,Malaysia,Philippines,Singapore,Sri Lanka,Taiwan,Vietnam,Egypt,Iran,Kuwait,Turkey","pre-seed, idea, prototype/mvp, seed",Other,100000,1000000,Other
IMS Digital Ventures,"United States,China,Hong Kong,Singapore,France,Germany,Switzerland,United Kingdom,United Arab Emirates,Australia,New Zealand","pre-seed, idea, prototype/mvp, seed","Incubator, Accelerator",200000,1000000,IT
Indian Angel Network,India,"pre-seed, idea, prototype/mvp, seed, series+",Angel network,30000,1000000,Sector Agnostic
Indus Equity Partners,"Australia,France,United States,Germany,Italy,United Kingdom,India,China,Israel,United Arab Emirates","pre-seed, pre-ipo, series+",PE fund,50000000,100000000,Sector Agnostic
Industrifonden,"Sweden,Denmark,Norway,Finland","pre-seed, seed",VC,1000000,5000000,"Energy, Healthcare, Edtech, IoT"
Inference Partners,"Austria,Belgium,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Ireland,Italy,Latvia,Lithuania,Luxembourg,Malta,Netherlands,Poland,Portugal,Romania,Slovenia,Slovakia,Spain,Sweden,Iceland,Norway,Switzerland,Israel,United States,Canada,Australia,Hong Kong,Singapore","pre-seed, idea, prototype/mvp, seed, series+",VC,100000,10000000,IT
Infinium Venture Studio,United States,"pre-seed, idea, prototype/mvp, seed","Incubator, Accelerator",10000,900000,"IT, Fintech"
Innopact,"India,Mexico,Bangladesh,Colombia,Philippines,United States,Singapore,United Kingdom","pre-seed, idea, prototype/mvp, seed, series+",VC,50000,300000,IT
Innovation Endeavors,"Israel,United States","pre-seed, idea, prototype/mvp, seed, series+",VC,100000,15000000,IT
Innovation Industries,"Netherlands,Germany,Belgium,Switzerland,Australia,United Kingdom,Denmark","pre-seed, idea, prototype/mvp, pre-ipo, seed, series+",VC,1000000,30000000,Sector Agnostic
Inovia Capital,"Canada,United States,United Kingdom,France,Germany","pre-seed, pre-ipo, seed, series+",VC,100000,50000000,IT
Inovo Venture Partners,"Poland,Czech Republic,Romania,Bulgaria,Ukraine,Latvia,Germany,United Kingdom,United States","pre-seed, idea, prototype/mvp, seed, series+",VC,200000,4000000,Sector Agnostic
InQvation,"Denmark,Sweden,Norway,Finland,Germany,Estonia,Latvia","pre-seed, idea, prototype/mvp, seed",VC,200000,1000000,Sector Agnostic
Insight Partners,"United States,Israel,Canada,France","pre-seed, pre-ipo, seed, series+",VC,7000000,700000000,IT
Insurtech Capital,France,"pre-seed, seed, series+",VC,100000,2000000,Sector Agnostic
Insurtech Gateway,"United Kingdom,United States,France,Germany,Spain,Australia","pre-seed, idea, prototype/mvp, seed, series+",VC,50000,1000000,Other
Integra Groupe,"Argentina,Brazil,Chile,Mexico,Peru,United States","pre-seed, idea, prototype/mvp, seed",VC,100000,200000,Sector Agnostic
Intonation Ventures,"United States,Canada,United Kingdom,China","pre-seed, idea, prototype/mvp, seed",VC,25000,250000,Consumer
Intuitio Ventures,"United States,United Arab Emirates,Estonia","pre-seed, idea, prototype/mvp, seed",Startup studio,50000,100000,Other
Inuka Capital,"India,United States","pre-seed, idea, prototype/mvp, seed",VC,100000,500000,Sector Agnostic
Inveready,"Spain,Sweden,Denmark,Germany,Ireland,United Kingdom,Finland,Norway,Portugal,Italy,Latvia,Estonia,Lithuania,Austria,Switzerland,Netherlands,Belgium","pre-seed, seed, series+",VC,1000000,2000000,IT
InvestBev,United States,"pre-seed, series+",PE fund,500000,5000000,Sector Agnostic
Investible,"Australia,Israel,Singapore,Indonesia,Philippines,Malaysia,New Zealand,Poland,Canada,United States,Vietnam,United Kingdom,Germany,Netherlands,France,Thailand,Denmark,Belgium,Sweden,Norway,Finland,Iceland,Spain,Italy","pre-seed, idea, prototype/mvp, seed, series+",VC,175000,2000000,IT
Investir&+,"France,Spain","pre-seed, seed, series+",VC,250000,1000000,Other
Investissement Québec,Canada,"pre-seed, idea, prototype/mvp, pre-ipo, seed, series+",VC,250000,30000000,Other
Investors Club FrenchFounders,"United States,France,Canada,United Kingdom,Belgium,Netherlands,Germany,Switzerland,Italy,Spain,Portugal","pre-seed, seed, series+",Angel network,200000,1000000,Sector Agnostic
IOVC,United States,"pre-seed, idea, prototype/mvp, seed, series+",VC,10000,300000,IT
Iporanga Ventures,Brazil,"pre-seed, idea, prototype/mvp, seed",VC,150000,1000000,IT
Iris Capital,"United States,Israel,France,Germany","pre-seed, pre-ipo, seed, series+",VC,500000,20000000,Sector Agnostic
irrvrntVC,"Canada,United States,United Kingdom,Israel","pre-seed, idea, prototype/mvp, seed",VC,300000,500000,Other
Isai,France,"pre-seed, idea, prototype/mvp, seed, series+",VC,100000,3000000,Other
iSeed,India,"pre-seed, idea, prototype/mvp, seed",VC,100000,500000,Sector Agnostic
Island Capital Partners,Canada,"pre-seed, idea, prototype/mvp, seed, series+",VC,50000,500000,Sector Agnostic
IST cube,"Austria,Belgium,Croatia,Czech Republic,Denmark,Estonia,Finland,France,Germany,Italy,Netherlands,Norway,Poland,Romania,Serbia,Slovakia,Slovenia,Sweden,Switzerland","pre-seed, idea, prototype/mvp, seed",VC,100000,500000,Sector Agnostic
ISX8 Ventures,"Argentina,Brazil,United States,China,India,Indonesia,Japan,Pakistan,Singapore,Austria,Czech Republic,France,Germany,Portugal,United Kingdom,Ukraine,Bahrain,Qatar,Saudi Arabia,United Arab Emirates,Australia","pre-seed, seed, series+",Angel network,50000,100000,IT
Iterative Venture,United States,"pre-seed, seed, series+",Angel network,100000,250000,Sector Agnostic
J-Ventures,"United States,Israel","pre-seed, pre-ipo, seed, series+",VC,300000,2000000,Other
J&T Ventures,Czech Republic,"pre-seed, idea, prototype/mvp, seed",VC,300000,3000000,Sector Agnostic
J12 Ventures,"Sweden,Finland,Norway,Denmark,Germany,Estonia,Latvia,Lithuania,Portugal,Spain,France","pre-seed, idea, prototype/mvp, seed",VC,100000,2000000,IT
Jaiatech Ventures,"India,United States,United Arab Emirates","pre-seed, idea, prototype/mvp, pre-ipo, seed, series+",Family office,100000,500000,Sector Agnostic
Jaza Rift Ventures,"Burkina Faso,Burundi,Cameroon,Congo (Congo-Brazzaville),DRC Congo,Côte d'Ivoire,Ethiopia,Ghana,Kenya,Liberia,Madagascar,Malawi,Mali,Nigeria,Rwanda,Senegal,Sierra Leone,South Africa,Tanzania,Togo,Uganda,Zambia,Zimbabwe,Egypt,Morocco,Tunisia","pre-seed, idea, prototype/mvp, seed, series+",VC,100000,2000000,"Healthcare, Edtech, IoT"
Jean-Marc Royer,France,"pre-seed, idea, prototype/mvp, seed",Solo angel,25000,500000,Other
Jefferies,United States,"pre-seed, idea, prototype/mvp, seed, series+",VC,200000,2000000,IT
Jeltsin Neckebroek,"United States,Malaysia,Singapore,Thailand,Belgium,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Italy,Latvia,Liechtenstein,Lithuania,Luxembourg,Malta,Netherlands,Norway,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden,Switzerland,United Kingdom,Oman,Qatar,Saudi Arabia,Turkey,United Arab Emirates","pre-seed, idea, prototype/mvp, seed",Solo angel,5000,50000,Consumer
Jeremy Baum,"Canada,United States","pre-seed, idea, prototype/mvp, seed, series+",Solo angel,1000,500000,Fintech
JME Ventures,Spain,"pre-seed, idea, prototype/mvp, seed",VC,100000,3000000,Sector Agnostic
Join Capital,"Germany,Estonia,France,Spain,Portugal,Switzerland,United Kingdom,Nepal,Netherlands,Belgium,Finland,Sweden,Latvia,Lithuania,Denmark,Ireland,Czech Republic,Greece,Hungary,Italy,Norway,Poland","pre-seed, seed",VC,500000,3000000,IT
JPIN Venture Cataysts,"India,United Kingdom,South Africa","pre-seed, idea, prototype/mvp, seed, series+",VC,50000,5000000,Sector Agnostic
JT ventures,India,"pre-seed, seed",Family office,50000,250000,Sector Agnostic
Juan Daniel Minguez,"United States,France,Germany,Spain,United Kingdom","pre-seed, idea, prototype/mvp, seed",Solo angel,1000,25000,Fintech
Julien Barbieux,"Albania,Andorra,Armenia,Austria,Belarus,Belgium,Bosnia-H,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Holy See,Hungary,Iceland,Ireland,Italy,Latvia,Liechtenstein,Lithuania,Luxembourg,Malta,Moldova,Monaco,Montenegro,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,San Marino,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,United Kingdom,Ukraine","pre-seed, idea, prototype/mvp, seed",Solo angel,1000,100000,Other
Jumpspeed Ventures,Israel,"pre-seed, idea, prototype/mvp",VC,200000,1000000,Sector Agnostic
JVP Jerusalem Venture Partners,"United States,Israel,Canada","pre-seed, idea, prototype/mvp, pre-ipo, seed, series+",VC,1000000,40000000,Fintech
K Fund,"Spain,Portugal,United States,United Kingdom,Germany","pre-seed, idea, prototype/mvp, seed",VC,100000,2000000,Other
K9 Ventures,United States,"pre-seed, idea, prototype/mvp, seed",VC,100000,750000,IT
Kalaari Capital,India,"pre-seed, idea, prototype/mvp, seed, series+",VC,300000,5000000,Sector Agnostic
Kalei Ventures,"Argentina,Colombia,Brazil,Chile,Mexico","pre-seed, idea, prototype/mvp, seed, series+",VC,100000,300000,IT
Kalyna Capital,"Ukraine,United States,Poland,United Kingdom","pre-seed, idea, prototype/mvp, seed, series+",VC,250000,2000000,IT
Kapita Investment Group AB,"Sweden,Denmark,United States,United Kingdom,Germany","pre-seed, idea, prototype/mvp, pre-ipo, seed, series+",Other,50000,500000,Sector Agnostic
Karista,"France,United Kingdom,Spain,Germany,Belgium,Italy,Luxembourg,Netherlands,Switzerland","pre-seed, idea, prototype/mvp, seed",VC,500000,2000000,IT
Karma Ventures,"Estonia,France,Latvia,Lithuania,Finland,Germany,Sweden,Poland,Hungary,Iceland","pre-seed, idea, prototype/mvp, seed",VC,580000,3000000,IT
Karmen,"France,United Kingdom","pre-seed, pre-ipo, seed, series+",Revenue-based,10000,10000000,IT
Karot Capital,"France,United Kingdom,Belgium,Germany,Finland,Switzerland,Spain,Portugal,Ireland,Luxembourg,Netherlands,Sweden,Norway,Denmark","pre-seed, seed",VC,350000,2000000,Sector Agnostic
Katapult Seed,"United States,Norway,Sweden,Finland,Denmark,Germany,Spain,Netherlands,Argentina,Brazil,Chile,Canada,United Kingdom,Belgium,Colombia,Nigeria,Italy,Rwanda,Austria,France,Israel,Kenya,Mauritius,Portugal,Singapore,Switzerland,South Africa,Ukraine,Tunisia","pre-seed, idea, prototype/mvp, seed","Incubator, Accelerator",150000,500000,Sector Agnostic
Kaya Ventures,United States,"pre-seed, idea, prototype/mvp, seed",VC,100000,500000,Other
Keen Venture Partners,"Netherlands,Germany,United Kingdom,France,Spain,Portugal,Switzerland","pre-seed, seed, series+",VC,6000000,11000000,Sector Agnostic
Keensight Capital,"Belgium,Finland,Denmark,France,Germany,Italy,Spain,Netherlands,Portugal,Sweden,Switzerland,United Kingdom","pre-seed, pre-ipo, series a",PE fund,10000000,200000000,IT
Keiki Capital,"United States,Canada,United Kingdom","pre-seed, idea, prototype/mvp, seed",VC,100000,200000,Sector Agnostic
Kenneth Auchenberg,"Canada,United States","pre-seed, idea, prototype/mvp, seed",Solo angel,5000,100000,Other
Kerala Ventures,France,"pre-seed, idea, prototype/mvp, seed",VC,100000,1000000,IT
Keyrus,"France,Israel","pre-seed, seed",Corporate VC,100000,500000,"Consumer, Edtech, Fintech"
Khoob,India,"pre-seed, idea, prototype/mvp",VC,25000,250000,Sector Agnostic
Kima Ventures,"France,United States,United Kingdom,Germany","pre-seed, idea, prototype/mvp, seed",VC,100000,200000,Sector Agnostic
Kindred Capital,"United Kingdom,Poland,Germany,Israel,France","pre-seed, idea, prototype/mvp, seed",VC,1000000,1000000,Sector Agnostic
Kings Health Partners Ventures,United Kingdom,"pre-seed, idea, prototype/mvp, seed, series+",VC,100000,300000,Edtech
KingsCrowd Capital,United States,"pre-seed, idea, prototype/mvp, seed, series+",VC,50000,100000,Sector Agnostic
KK39 Ventures,"Singapore,Thailand,Indonesia,Malaysia,Vietnam,Australia,New Zealand","pre-seed, pre-ipo, seed, series+",Corporate VC,50000,250000,Consumer
Klass Capital,"Canada,United States,United Kingdom,Netherlands,France,Norway,Sweden,Denmark,Finland,Belgium,Italy,Austria,Germany","pre-seed, series+",VC,5000000,50000000,IT
Knockout Capital,"Japan,United States","pre-seed, pre-ipo, series a",Family office,2000000,10000000,Other
Kogito Ventures,Poland,"pre-seed, idea, prototype/mvp, seed, series+",VC,200000,400000,IT
Kompas VC,"United Kingdom,France,Germany,Denmark,Norway,Sweden,Finland,Spain,Portugal,United States,Israel,Poland,Estonia,Latvia,Belgium,Netherlands,Austria,Switzerland,Ireland","pre-seed, idea, prototype/mvp, seed, series+",VC,1000000,5000000,Sector Agnostic
Konstantinos Giaouzos,"Mauritius,Greece","pre-seed, seed, series+",Solo angel,1000,500000,"IT, Fintech"
Korelya Capital,"France,United Kingdom,Estonia,Spain,Germany,Netherlands","pre-seed, pre-ipo, series a",VC,0,2000000,Sector Agnostic
KPN Ventures,"Netherlands,Germany,Belgium,United Kingdom,France","pre-seed, seed, series+",Corporate VC,500000,2000000,IT
Krane Ventures,"United States,Canada","pre-seed, seed",VC,250000,500000,"IT, Fintech"
Kreaxi,France,"pre-seed, idea, prototype/mvp, seed",VC,200000,500000,Other
Krypton Venture Studio,United States,"pre-seed, idea, prototype/mvp, seed, series+",Startup studio,25000,200000,Sector Agnostic
Lafayette Square,United States,"pre-seed, pre-ipo, seed, series+",PE fund,50000,10000000,Sector Agnostic
Lakestar Advisors,"Albania,Austria,Belgium,Belarus,Bosnia-H,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,France,Finland,Germany,Georgia,Greece,Iceland,Latvia,Israel,Luxembourg,Liechtenstein,Italy,United States,United Kingdom,Ukraine,Turkey,Sweden,Switzerland,Serbia,Spain,Romania,Portugal,Poland,Lithuania,Malta,Monaco,Hungary,Montenegro,Slovakia,Slovenia","pre-seed, idea, prototype/mvp, pre-ipo, seed, series+",VC,100000,70000000,IT
Langleven,"Canada,United States,Switzerland","pre-seed, idea, prototype/mvp, seed, series+",VC,350000,1000000,Other
Las Olas Venture Capital,United States,"pre-seed, seed, series+",VC,250000,2000000,IT
LAUNCHub Ventures,"Bulgaria,Greece,Romania,North Macedonia,Serbia,Slovenia,Croatia,Hungary,Cyprus,Albania,Montenegro","pre-seed, idea, prototype/mvp, seed, series+",VC,250000,2000000,Sector Agnostic
LBBW Venture Capital,"Germany,Austria,Switzerland","pre-seed, idea, prototype/mvp, seed",VC,500000,3000000,Other
LDV Capital,"United States,Canada,United Kingdom,France,Germany,Spain,Italy,Poland,Ukraine,Russia,Norway,Switzerland,Sweden,Denmark,Estonia,Israel","pre-seed, idea, prototype/mvp",VC,500000,1000000,IT
Lea Partners,"Germany,Switzerland,Austria","pre-seed, seed, series+",VC,1000000,5000000,IT
Leaders Fund,"Canada,United States,Israel","pre-seed, seed, series+",VC,5000000,20000000,IT
Leafy Tunnel,"United States,United Kingdom,Germany,Denmark,France,Spain,Portugal,Italy","pre-seed, idea, prototype/mvp, seed",VC,250000,2000000,Other
Leet Capital,Malaysia,"pre-seed, pre-ipo, series+",Other,0,4000000,Sector Agnostic
LeFonds by FrenchFounders,"United States,France,Canada,United Kingdom,Belgium,Germany,Switzerland,Netherlands,Spain,Portugal","pre-seed, seed, series+",VC,200000,800000,IT
Lego Ventures,"United States,United Kingdom,Denmark,Sweden,Finland,France,Germany,Spain,Italy,China,Netherlands,Switzerland,Norway","pre-seed, idea, prototype/mvp, seed, series+",Corporate VC,1000000,10000000,Edtech
Lemonade Stand,"Estonia,Latvia,Lithuania,Poland,Ukraine,Czech Republic,Croatia,Romania,Slovenia,Slovakia","pre-seed, idea, prototype/mvp, seed",Family office,50000,300000,IT
Leonard,France,"pre-seed, idea, prototype/mvp, seed",Corporate VC,70000,70000,Energy
Leonis Investissement,United States,"pre-seed, pre-ipo, seed, series+",Angel network,400000,1000000,Sector Agnostic
LeverageVC,"United States,Canada","pre-seed, idea, prototype/mvp, seed",VC,100000,1000000,Other
Lexi Ventures,United States,"pre-seed, idea, prototype/mvp, seed",VC,200000,1000000,Other
Leyden Ventures,United States,"pre-seed, idea, prototype/mvp, seed",VC,50000,250000,IT
Lightbank VC,United States,"pre-seed, idea, prototype/mvp, seed, series+",VC,100000,5000000,Sector Agnostic
Lightbird Ventures,"Switzerland,Germany,Austria,France,Spain,Portugal,Denmark,Sweden,Finland,United Kingdom,Netherlands,Belgium,Norway,Estonia,Latvia,Romania,Ukraine,Italy,Greece,Hungary,Czech Republic,Ireland","pre-seed, idea, prototype/mvp, seed, series+",VC,250000,3000000,"IT, Fintech"
Ligo Partners,"United States,United Kingdom","pre-seed, pre-ipo, seed, series+",Family office,100000,20000000,"IT, Fintech"
Likeminded.vc,"Denmark,Norway,Sweden","pre-seed, idea, prototype/mvp, seed",VC,25000,50000,Sector Agnostic
Link Capital,"Norway,Sweden,Denmark,Finland,United States,Netherlands,Canada,United Kingdom","pre-seed, idea, prototype/mvp, pre-ipo, seed, series+",VC,5000,5000000,IT
Liquidity Capital,"United States,United Kingdom,Australia,Israel","pre-seed, pre-ipo, series a",VC,3000000,100000000,Sector Agnostic
LiveOak Venture Partners,United States,"pre-seed, idea, prototype/mvp, seed, series+",VC,500000,5000000,IT
Living On The Edge,"Argentina,Chile,Colombia,Ecuador,Mexico,Peru,Uruguay","pre-seed, seed",VC,25000,200000,IT
Lombardstreet Ventures,United States,"pre-seed, idea, prototype/mvp, seed, series+",VC,300000,500000,"IT, Fintech"
Look Up Ventures,"Canada,United States,Austria,Belgium,Denmark,Estonia,Finland,France,Germany,Iceland,Ireland,Latvia,Netherlands,Norway,Poland,Spain,Sweden,Switzerland,United Kingdom,Ukraine,Israel","pre-seed, idea, prototype/mvp, seed, series+",VC,500000,5000000,Sector Agnostic
Looking Glass Capital,"United States,Canada","pre-seed, idea, prototype/mvp, seed",VC,300000,400000,Other
Lotux,"Mexico,Colombia,Chile,Peru,Argentina,Brazil","pre-seed, idea, prototype/mvp, seed",VC,50000,100000,IT
Love Ventures,United Kingdom,"pre-seed, seed",VC,200000,800000,"Consumer, Fintech"
LT Capital,"Poland,Lithuania,Latvia,Estonia,Ukraine,Israel","pre-seed, idea, prototype/mvp, seed",VC,300000,300000,Other
Luca Franchini,"Austria,Croatia,Denmark,Estonia,France,Germany,Italy,Liechtenstein,Lithuania,Malta,Monaco,Norway,Poland,Portugal,Spain,Sweden,Switzerland,United Kingdom","pre-seed, idea, prototype/mvp, seed",Solo angel,10000,100000,Consumer
